State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Karnataka,Gadag,Gadag,Groundnut,Gejje,FAQ,17/02/2025,3510,5921,4741
Karnataka,Gadag,Gadag,Maize,Local,FAQ,17/02/2025,1863,2261,2249
Karnataka,Gadag,Gadag,Wheat,White,FAQ,17/02/2025,2117,4938,3452
Karnataka,Kalburgi,Kalburgi,"Bhindi(Ladies Finger)",Bhindi,FAQ,17/02/2025,2500,3500,3000
Karnataka,Kalburgi,Kalburgi,Capsicum,Capsicum,FAQ,17/02/2025,2500,3500,3000
Karnataka,Kalburgi,Kalburgi,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,17/02/2025,6900,9500,8000
Karnataka,"Karwar(Uttar Kannad)",Siddapur,Arecanut(Betelnut/Supari),Cqca,FAQ,17/02/2025,13699,21389,18609
Karnataka,"Karwar(Uttar Kannad)",Siddapur,Arecanut(Betelnut/Supari),Kempugotu,FAQ,17/02/2025,19609,22309,20609
Karnataka,"Karwar(Uttar Kannad)",Siddapur,"Black pepper",Malabar,FAQ,17/02/2025,45109,62699,61809
Karnataka,"Karwar(Uttar Kannad)",Yellapur,Arecanut(Betelnut/Supari),Kempugotu,FAQ,17/02/2025,15320,23890,20999
Karnataka,"Karwar(Uttar Kannad)",Yellapur,Arecanut(Betelnut/Supari),Tattibettee,FAQ,17/02/2025,26707,38809,34819
Karnataka,Kolar,Bangarpet,Beetroot,Beetroot,FAQ,17/02/2025,900,1000,950
Karnataka,Kolar,Bangarpet,Brinjal,Brinjal,FAQ,17/02/2025,800,1000,850
Karnataka,Kolar,Bangarpet,"Chilly Capsicum","Chilly Capsicum",FAQ,17/02/2025,2000,3000,2500
Karnataka,Kolar,Bangarpet,Cucumbar(Kheera),Cucumbar,FAQ,17/02/2025,1000,2000,1500
Karnataka,Kolar,Bangarpet,Garlic,Garlic,FAQ,17/02/2025,18000,20000,19000
Karnataka,Kolar,Bangarpet,"Knool Khol","Knool Khol",FAQ,17/02/2025,900,1000,950
Karnataka,Kolar,Kolar,Beans,"Beans (Whole)",FAQ,17/02/2025,2000,3000,2500
Karnataka,Kolar,Kolar,Carrot,Carrot,FAQ,17/02/2025,1000,1400,1200
Karnataka,Kolar,Kolar,Cauliflower,Local,FAQ,17/02/2025,800,1000,900
Karnataka,Kolar,Kolar,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,17/02/2025,1000,2500,2000
Karnataka,Kolar,Kolar,Thogrikai,Thogarikai,FAQ,17/02/2025,1000,2500,2000
Karnataka,Kolar,Kolar,Tomato,Tomato,FAQ,17/02/2025,300,1200,600
Karnataka,Kolar,Malur,Tomato,Tomato,FAQ,17/02/2025,800,1200,1000
Karnataka,Kolar,Mulabagilu,Tomato,Tomato,FAQ,17/02/2025,333,1300,800
Karnataka,Koppal,Gangavathi,Maize,Local,FAQ,17/02/2025,2520,3310,2835
Karnataka,Koppal,Kustagi,Jowar(Sorghum),Hybrid,FAQ,17/02/2025,2200,2200,2200
Karnataka,Koppal,Kustagi,Maize,Hybrid/Local,FAQ,17/02/2025,2250,2341,2334
Karnataka,Mysore,"Mysore (Bandipalya)","Bitter gourd","Bitter Gourd",FAQ,17/02/2025,2000,2200,2100
Karnataka,Mysore,"Mysore (Bandipalya)",Brinjal,Brinjal,FAQ,17/02/2025,1000,1200,1100
Karnataka,Mysore,"Mysore (Bandipalya)",Cabbage,Cabbage,FAQ,17/02/2025,400,600,500
Karnataka,Mysore,"Mysore (Bandipalya)","Sweet Pumpkin","Sweet Pumpkin",FAQ,17/02/2025,200,400,300
Karnataka,Mysore,"Mysore (Bandipalya)",Thondekai,Thondekai,FAQ,17/02/2025,1600,1800,1700
Karnataka,Mysore,Nanjangud,"Bhindi(Ladies Finger)",Bhindi,FAQ,17/02/2025,2380,2777,2564
Karnataka,Mysore,Nanjangud,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,2083,2380,2222
Karnataka,Mysore,Nanjangud,Tomato,Tomato,FAQ,17/02/2025,2380,2777,2564
Karnataka,Mysore,Santhesargur,Tomato,Tomato,FAQ,17/02/2025,922,922,922
Karnataka,Raichur,Lingasugur,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,17/02/2025,2550,2550,2550
Karnataka,Raichur,Raichur,Paddy(Dhan)(Common),"Sona Mahsuri",FAQ,17/02/2025,2029,2431,2271
Karnataka,Shimoga,Bhadravathi,Coconut,Grade-III,FAQ,17/02/2025,31100,31100,31100
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,FAQ,17/02/2025,6099,16899,15099
Karnataka,Shimoga,Shimoga,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,17/02/2025,11000,15000,13000
Karnataka,Shimoga,Shimoga,Beetroot,Beetroot,FAQ,17/02/2025,1400,1600,1500
Karnataka,Shimoga,Shimoga,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",FAQ,17/02/2025,7800,8400,8100
Karnataka,Shimoga,Shimoga,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,17/02/2025,10500,15000,12750
Karnataka,Shimoga,Shimoga,"Chili Red",Other,FAQ,17/02/2025,2309,12599,10999
Karnataka,Shimoga,Shimoga,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,17/02/2025,9000,11000,10000
Karnataka,Shimoga,Shimoga,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,17/02/2025,4800,5800,5300
Karnataka,Shimoga,Shimoga,Onion,Onion,FAQ,17/02/2025,3000,4000,3500
Karnataka,Shimoga,Shimoga,Paddy(Dhan)(Common),"Paddy Medium",FAQ,17/02/2025,2300,2320,2310
Karnataka,Shimoga,Shimoga,Raddish,Raddish,FAQ,17/02/2025,1400,1600,1500
Karnataka,Shimoga,Shimoga,"Tamarind Fruit","Tamarind Fruit",FAQ,17/02/2025,4019,17300,14519
Karnataka,Shimoga,Shimoga,Wheat,"Super Fine",FAQ,17/02/2025,3600,4300,3950
Karnataka,Tumkur,Madhugiri,Arecanut(Betelnut/Supari),Other,FAQ,17/02/2025,22000,28000,22500
Karnataka,Udupi,Udupi,Carrot,Carrot,FAQ,17/02/2025,2400,2500,2500
Karnataka,Udupi,Udupi,Drumstick,Drumstick,FAQ,17/02/2025,8900,9000,9000
Karnataka,Udupi,Udupi,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,17/02/2025,3400,3500,3500
Karnataka,Yadgiri,Yadgir,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,17/02/2025,6269,7289,6534
Karnataka,Yadgiri,Yadgir,"Arhar (Tur/Red Gram)(Whole)",Red,FAQ,17/02/2025,6869,7787,7225
Karnataka,Yadgiri,Yadgir,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,17/02/2025,5869,6179,6027
Kerala,Alappuzha,Aroor,"Bhindi(Ladies Finger)",Other,FAQ,17/02/2025,3000,3200,3100
Kerala,Alappuzha,Aroor,Garlic,Other,FAQ,17/02/2025,30000,30200,30100
Kerala,Alappuzha,Chengannur,Cauliflower,Other,FAQ,17/02/2025,0,0,4000
Kerala,Alappuzha,Chengannur,Pumpkin,Other,FAQ,17/02/2025,1900,2200,2000
Kerala,Alappuzha,Cherthala,Carrot,Carrot,FAQ,17/02/2025,4500,4700,4600
Kerala,Alappuzha,Cherthala,Cauliflower,Cauliflower,FAQ,17/02/2025,3200,3500,3300
Kerala,Alappuzha,Cherthala,Ridgeguard(Tori),Other,FAQ,17/02/2025,4000,4200,4100
Kerala,Alappuzha,Harippad,Cucumbar(Kheera),Other,FAQ,17/02/2025,3500,4000,3500
Kerala,Alappuzha,Kayamkulam,Banana,"Nendra Bale",Medium,17/02/2025,5600,5800,5700
Kerala,Alappuzha,Kayamkulam,Beetroot,Other,FAQ,17/02/2025,1800,2000,1900
Kerala,Alappuzha,Kayamkulam,"Bitter gourd",Other,FAQ,17/02/2025,3600,3800,3700
Kerala,Alappuzha,Kayamkulam,Brinjal,Other,FAQ,17/02/2025,2900,3100,3000
Kerala,Alappuzha,Kayamkulam,Cowpea(Veg),Other,FAQ,17/02/2025,3100,3300,3200
Kerala,Alappuzha,Kayamkulam,Ginger(Green),Other,FAQ,17/02/2025,3900,4100,4000
Kerala,Alappuzha,Kayamkulam,Potato,Other,FAQ,17/02/2025,2400,2600,2500
Kerala,Alappuzha,Kayamkulam,Snakeguard,Other,FAQ,17/02/2025,4800,5000,4900
Kerala,Alappuzha,Mannar,Amphophalus,Other,FAQ,17/02/2025,6000,6200,6100
Kerala,Alappuzha,Mannar,Ashgourd,Other,FAQ,17/02/2025,2000,2200,2100
Kerala,Alappuzha,Mannar,"Bhindi(Ladies Finger)",Other,FAQ,17/02/2025,4000,4200,4100
Kerala,Alappuzha,Mannar,"Bitter gourd",Other,FAQ,17/02/2025,5000,5200,5100
Kerala,Alappuzha,Mannar,Brinjal,Other,FAQ,17/02/2025,5000,5200,5100
Kerala,Alappuzha,Mannar,Carrot,Other,FAQ,17/02/2025,5100,5300,5200
Kerala,Alappuzha,Mannar,Onion,Small,Non-FAQ,17/02/2025,7000,7200,7100
Kerala,Alappuzha,Mannar,Pumpkin,Other,FAQ,17/02/2025,2500,2700,2600
Kerala,Alappuzha,"Vallikunnam  VFPCK",Ginger(Green),"Green Ginger",FAQ,17/02/2025,12000,15000,12800
Kerala,Alappuzha,"Venmony  VFPCK",Banana,Rasakathai,Large,17/02/2025,20,55,30
Kerala,Alappuzha,"Venmony  VFPCK",Egg,Egg,FAQ,17/02/2025,7.5,7.5,7.5
Kerala,Ernakulam,Aluva,Banana,Palayamthodan,Medium,17/02/2025,2600,2800,2700
Kerala,Ernakulam,Aluva,Cabbage,Cabbage,FAQ,17/02/2025,1500,2500,2000
Kerala,Ernakulam,Aluva,Ginger(Green),"Green Ginger",FAQ,17/02/2025,4000,6000,5000
Kerala,Ernakulam,Aluva,Potato,Potato,FAQ,17/02/2025,2200,3000,2600
Kerala,Ernakulam,Aluva,Tomato,Tomato,FAQ,17/02/2025,2200,3000,2600
Kerala,Ernakulam,"Amalapuram  VFPCK",Banana,Palayamthodan,Large,17/02/2025,1500,1700,1600
Kerala,Ernakulam,Angamaly,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,2200,3000,2500
Kerala,Ernakulam,Angamaly,Brinjal,Brinjal,FAQ,17/02/2025,3600,5000,4500
Kerala,Ernakulam,Angamaly,"Little gourd (Kundru)",Other,FAQ,17/02/2025,3400,5000,4200
Kerala,Ernakulam,Angamaly,Onion,Big,FAQ,17/02/2025,4200,4800,4500
Kerala,Ernakulam,Angamaly,Pineapple,"Pine Apple",Large,17/02/2025,5000,6500,5500
Kerala,Ernakulam,Angamaly,Potato,Potato,FAQ,17/02/2025,3500,5000,4200
Kerala,Ernakulam,Angamaly,Snakeguard,Snakeguard,FAQ,17/02/2025,4400,6000,5000
Kerala,Ernakulam,Angamaly,Tapioca,Tapioca,FAQ,17/02/2025,3000,4000,3500
Kerala,Ernakulam,Angamaly,Tomato,Other,FAQ,17/02/2025,3000,4000,3500
Kerala,Ernakulam,"Koovapadi VFPCK",Banana,Palayamthodan,Large,17/02/2025,2200,2600,2400
Kerala,Ernakulam,Kothamangalam,Ashgourd,Other,FAQ,17/02/2025,1000,2000,1500
Kerala,Ernakulam,Kothamangalam,Colacasia,Other,FAQ,17/02/2025,4000,5000,4500
Kerala,Ernakulam,Kothamangalam,Ginger(Green),Other,FAQ,17/02/2025,4000,6000,5000
Kerala,Ernakulam,Kothamangalam,Tapioca,Tapioca,FAQ,17/02/2025,2000,3000,2500
Kerala,Ernakulam,"Mazhuvannur VFPCK",Ashgourd,Ashgourd,FAQ,17/02/2025,1700,2700,2200
Kerala,Ernakulam,"Mazhuvannur VFPCK",Papaya,Other,Large,17/02/2025,1000,4500,2300
Kerala,Ernakulam,"Mazhuvannur VFPCK",Snakeguard,Other,FAQ,17/02/2025,3100,3800,3400
Kerala,Ernakulam,"Mazhuvannur VFPCK",Tapioca,Other,FAQ,17/02/2025,2000,2200,2100
Kerala,Ernakulam,"Mookkannur  VFPCK",Banana,"Nendra Bale",Large,17/02/2025,6600,6600,6600
Kerala,Ernakulam,"North Paravur",Amaranthus,Amaranthus,FAQ,17/02/2025,2000,3000,2500
Kerala,Ernakulam,"North Paravur",Ashgourd,Ashgourd,FAQ,17/02/2025,1600,2000,1800
Kerala,Ernakulam,"North Paravur","Banana - Green","Banana - Green",FAQ,17/02/2025,7000,8000,7500
Kerala,Ernakulam,"North Paravur",Beetroot,Beetroot,FAQ,17/02/2025,2500,3500,3000
Kerala,Ernakulam,"North Paravur","Bottle gourd","Bottle Gourd",FAQ,17/02/2025,2000,2500,2200
Kerala,Ernakulam,"North Paravur",Brinjal,"Arkasheela Mattigulla",FAQ,17/02/2025,2800,3500,3000
Kerala,Ernakulam,"North Paravur",Cabbage,Cabbage,FAQ,17/02/2025,1600,2500,2000
Kerala,Ernakulam,"North Paravur",Cowpea(Veg),"Cowpea (Veg)",FAQ,17/02/2025,2800,3500,3000
Kerala,Ernakulam,"North Paravur",Cucumbar(Kheera),Cucumbar,FAQ,17/02/2025,1800,2500,2000
Kerala,Ernakulam,"North Paravur",Lemon,Lemon,FAQ,17/02/2025,5500,6500,6000
Kerala,Ernakulam,"North Paravur","Little gourd (Kundru)","Little gourd (Kundru)",FAQ,17/02/2025,2500,3500,3000
Kerala,Ernakulam,"North Paravur",Pineapple,Other,Medium,17/02/2025,6500,7500,7000
Kerala,Ernakulam,"North Paravur",Potato,"(Red Nanital)",FAQ,17/02/2025,4000,5000,4500
Kerala,Ernakulam,"North Paravur",Ridgeguard(Tori),Other,FAQ,17/02/2025,6000,7000,6500
Kerala,Ernakulam,"North Paravur",Tapioca,Other,FAQ,17/02/2025,3000,4000,3500
Kerala,Ernakulam,Perumbavoor,Cabbage,Cabbage,FAQ,17/02/2025,1500,2500,2000
Kerala,Ernakulam,Perumbavoor,"Coconut Seed","Coconut Seed",FAQ,17/02/2025,6200,7200,6800
Kerala,Ernakulam,Perumbavoor,Colacasia,Other,FAQ,17/02/2025,5000,6000,5500
Kerala,Ernakulam,Perumbavoor,Cowpea(Veg),"Cowpea (Veg)",FAQ,17/02/2025,5500,6500,6000
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,17/02/2025,1700,2700,2000
Kerala,Ernakulam,Perumbavoor,"Elephant Yam (Suran)",Other,FAQ,17/02/2025,4500,5500,5000
Kerala,Ernakulam,Perumbavoor,Ginger(Dry),Dry,FAQ,17/02/2025,24000,25000,24500
Kerala,Ernakulam,Piravam,Ginger(Green),Other,FAQ,17/02/2025,8000,10000,9000
Kerala,Ernakulam,Piravam,Mango,Other,Large,17/02/2025,9000,11000,10000
Kerala,Ernakulam,Piravam,Orange,Other,Large,17/02/2025,8000,10000,9000
Kerala,Ernakulam,"Thiruvaniyoor  VFPCK",Snakeguard,Other,FAQ,17/02/2025,3500,4100,3700
Kerala,Ernakulam,Thrippunithura,Beetroot,Beetroot,FAQ,17/02/2025,3500,5000,3700
Kerala,Ernakulam,Thrippunithura,Capsicum,Capsicum,FAQ,17/02/2025,8000,12000,9000
Kerala,Ernakulam,Thrippunithura,Cucumbar(Kheera),Cucumbar,FAQ,17/02/2025,2400,4000,2600
Kerala,Ernakulam,Thrippunithura,"Green Chilli","Green Chilly",FAQ,17/02/2025,5000,10000,6000
Kerala,Ernakulam,Thrippunithura,Lemon,Other,FAQ,17/02/2025,7000,8000,7200
Kerala,Ernakulam,Thrippunithura,Potato,Potato,FAQ,17/02/2025,4000,5000,4200
Kerala,Idukki,Adimali,Amphophalus,Amphophalus,FAQ,17/02/2025,6000,6000,6000
Kerala,Idukki,Adimali,Ashgourd,Ashgourd,FAQ,17/02/2025,2000,2000,2000
Kerala,Idukki,Adimali,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,2000,2000,2000
Kerala,Idukki,Adimali,Drumstick,Drumstick,FAQ,17/02/2025,10000,10000,10000
Kerala,Idukki,Adimali,Snakeguard,Snakeguard,FAQ,17/02/2025,4000,4000,4000
Kerala,Idukki,Adimali,Tomato,Hybrid,FAQ,17/02/2025,3000,4000,3000
Kerala,Idukki,Kattappana,Apple,Other,Large,17/02/2025,11800,12800,12400
Kerala,Idukki,Kattappana,Ashgourd,Other,FAQ,17/02/2025,1200,1500,1400
Kerala,Idukki,Kattappana,Banana,"Nendra Bale",Medium,17/02/2025,6700,7500,7000
Kerala,Idukki,Kattappana,Banana,Poovan,Medium,17/02/2025,6000,6500,6300
Kerala,Idukki,Kattappana,"Bhindi(Ladies Finger)",Other,FAQ,17/02/2025,3200,3700,3500
Kerala,Idukki,Kattappana,Cabbage,Other,FAQ,17/02/2025,3000,3500,3300
Kerala,Idukki,Kattappana,Tapioca,Other,FAQ,17/02/2025,3500,3500,3500
Kerala,Idukki,Munnar,Brinjal,Other,FAQ,17/02/2025,3000,4500,4000
Kerala,Idukki,Munnar,Capsicum,Other,FAQ,17/02/2025,5000,6500,6000
Kerala,Idukki,Munnar,Cauliflower,Other,FAQ,17/02/2025,5000,6500,6000
Kerala,Idukki,Munnar,Cowpea(Veg),Other,FAQ,17/02/2025,3000,4500,4000
Kerala,Idukki,Thodupuzha,Banana,Poovan,Large,17/02/2025,6300,6500,6500
Kerala,Idukki,Thodupuzha,Banana,Robusta,Large,17/02/2025,3800,4000,4000
Kerala,Idukki,Thodupuzha,Beetroot,Other,FAQ,17/02/2025,2200,2400,2400
Kerala,Idukki,Thodupuzha,Carrot,Other,FAQ,17/02/2025,5600,5800,5800
Kerala,Idukki,Thodupuzha,Coconut,Big,FAQ,17/02/2025,3800,4000,4000
Kerala,Idukki,Thodupuzha,Drumstick,Other,FAQ,17/02/2025,10800,11000,11000
Kerala,Idukki,Thodupuzha,"Green Chilli",Other,FAQ,17/02/2025,3300,3500,3500
Kerala,Idukki,Thodupuzha,Mango,Other,Large,17/02/2025,7300,7500,7500
Kerala,Idukki,Thodupuzha,Pineapple,Other,Large,17/02/2025,4400,4600,4600
Kerala,Idukki,Thodupuzha,Potato,Other,Non-FAQ,17/02/2025,3300,3500,3500
Kerala,Idukki,Thodupuzha,Tomato,Other,Non-FAQ,17/02/2025,2800,3000,3000
Kerala,Idukki,Vandiperiyar,Banana,Palayamthodan,Large,17/02/2025,4400,4500,4500
Kerala,Idukki,Vandiperiyar,"Bhindi(Ladies Finger)",Other,FAQ,17/02/2025,4400,4600,4500
Kerala,Idukki,Vandiperiyar,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,3400,3500,3500
Kerala,Idukki,Vandiperiyar,Brinjal,Other,FAQ,17/02/2025,3500,3600,3600
Kerala,Idukki,Vandiperiyar,"Green Chilli",Other,FAQ,17/02/2025,4500,4800,4800
Kerala,Idukki,Vandiperiyar,Onion,Big,FAQ,17/02/2025,4000,4200,4200
Kerala,Idukki,Vandiperiyar,Pumpkin,Other,FAQ,17/02/2025,3400,3500,3500
Kerala,Idukki,Vandiperiyar,Tomato,Other,FAQ,17/02/2025,4000,4200,4200
Kerala,Kannur,"Chavassery VFPCK","Banana - Green","Banana - Green",FAQ,17/02/2025,7000,7000,7000
Kerala,Kannur,Payyannur,Copra,other,FAQ,17/02/2025,15300,15500,15400
Kerala,Kannur,Payyannur,Cucumbar(Kheera),Other,FAQ,17/02/2025,1500,1700,1600
Kerala,Kannur,Payyannur,Tapioca,Other,FAQ,17/02/2025,4000,4200,4100
Kerala,Kasargod,"Madikai  VFPCK",Ashgourd,Ashgourd,FAQ,17/02/2025,4500,4500,4500
Kerala,Kasargod,"Madikai  VFPCK","Bhindi(Ladies Finger)",Bhindi,FAQ,17/02/2025,4500,4500,4500
Kerala,Kasargod,"Madikai  VFPCK","Bitter gourd","Bitter Gourd",FAQ,17/02/2025,4500,4500,4500
Kerala,Kasargod,"Madikai  VFPCK",Brinjal,Round/Long,FAQ,17/02/2025,4000,4000,4000
Kerala,Kasargod,Manjeswaram,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,5000,6000,5500
Kerala,Kasargod,Manjeswaram,Carrot,Carrot,FAQ,17/02/2025,4000,5000,4500
Kerala,Kasargod,Manjeswaram,Cowpea(Veg),"Cowpea (Veg)",FAQ,17/02/2025,7000,8000,7500
Kerala,Kasargod,Manjeswaram,"Long Melon(Kakri)",Other,FAQ,17/02/2025,9000,10000,9500
Kerala,Kasargod,Manjeswaram,"Pepper garbled",Other,FAQ,17/02/2025,61000,62000,61500
Kerala,Kasargod,Manjeswaram,Snakeguard,Snakeguard,FAQ,17/02/2025,4000,5000,4500
Kerala,Kasargod,Manjeswaram,"Sweet Potato","Sweet Potato",FAQ,17/02/2025,4000,5000,4500
Kerala,Kasargod,Neeleswaram,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,17/02/2025,13600,14000,13800
Kerala,Kasargod,Neeleswaram,Onion,Big,FAQ,17/02/2025,3800,4200,4000
Kerala,Kasargod,Neeleswaram,Potato,Other,FAQ,17/02/2025,3800,4200,4000
Kerala,Kasargod,Neeleswaram,Snakeguard,Other,FAQ,17/02/2025,3800,4200,4000
Kerala,Kollam,Anchal,Banana,Palayamthodan,Medium,17/02/2025,4000,4200,4100
Kerala,Kollam,Anchal,Banana,Poovan,Medium,17/02/2025,6500,6700,6600
Kerala,Kollam,Anchal,"Bitter gourd","Bitter Gourd",FAQ,17/02/2025,6600,6800,6700
Kerala,Kollam,Anchal,"Bottle gourd",Other,FAQ,17/02/2025,3500,3700,3600
Kerala,Kollam,Anchal,Cauliflower,Cauliflower,FAQ,17/02/2025,3500,3700,3600
Kerala,Kollam,Anchal,Coconut,Other,FAQ,17/02/2025,7500,7700,7600
Kerala,Kollam,Anchal,Pineapple,Other,Medium,17/02/2025,5600,5800,5700
Kerala,Kollam,Anchal,Potato,Other,FAQ,17/02/2025,3500,3700,3600
Kerala,Kollam,"Anchal VFPCK",Banana,Poovan,Large,17/02/2025,3500,4000,3800
Kerala,Kollam,Chathanoor,Beetroot,Other,FAQ,17/02/2025,2800,3200,3000
Kerala,Kollam,Chathanoor,"Bhindi(Ladies Finger)",Other,FAQ,17/02/2025,3800,4200,4000
Kerala,Kollam,Chathanoor,Brinjal,Other,FAQ,17/02/2025,3800,4200,4000
Kerala,Kollam,Chathanoor,Cowpea(Veg),Other,FAQ,17/02/2025,3800,4200,4000
Kerala,Kollam,Kottarakkara,Banana,"Nendra Bale",Medium,17/02/2025,7000,8200,8000
Kerala,Kollam,Kottarakkara,Banana,Poovan,Medium,17/02/2025,4500,5800,5000
Kerala,Kollam,Kottarakkara,Pumpkin,Other,FAQ,17/02/2025,1000,2500,2000
Kerala,Kollam,Kottarakkara,Snakeguard,Other,FAQ,17/02/2025,4500,5800,5000
Kerala,Kollam,Kottarakkara,Tapioca,Other,FAQ,17/02/2025,4500,5000,5000
Kerala,Kollam,"Nedumpaikulam  VFPCK","Bitter gourd","Bitter Gourd",FAQ,17/02/2025,6000,6500,6200
Kerala,Kollam,"Nedumpaikulam  VFPCK",Pumpkin,Other,FAQ,17/02/2025,3500,4200,4000
Kerala,Kottayam,Athirampuzha,Banana,"Banana - Ripe",Medium,17/02/2025,6000,6200,6100
Kerala,Kottayam,Athirampuzha,"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,17/02/2025,4800,5000,4900
Kerala,Kottayam,Athirampuzha,"Green Chilli","Green Chilly",FAQ,17/02/2025,3400,3600,3500
Kerala,Kottayam,Athirampuzha,Lemon,Other,FAQ,17/02/2025,5800,6000,5900
Kerala,Kottayam,Ettumanoor,Beetroot,Other,FAQ,17/02/2025,2200,2600,2400
Kerala,Kottayam,Ettumanoor,"Bitter gourd",Other,FAQ,17/02/2025,4400,4800,4600
Kerala,Kottayam,"Kattampak  VFPCK",Snakeguard,Snakeguard,FAQ,17/02/2025,3000,3400,3200
Kerala,Kottayam,Kottayam,Brinjal,Brinjal,FAQ,17/02/2025,3000,3400,3200
Kerala,Kottayam,Kottayam,Cabbage,Cabbage,FAQ,17/02/2025,2800,3200,3000
Kerala,Kottayam,Kottayam,Carrot,Carrot,FAQ,17/02/2025,5200,5600,5400
Kerala,Kottayam,Kottayam,"Cluster beans","Cluster Beans",FAQ,17/02/2025,4400,4800,4600
Kerala,Kottayam,Kottayam,Cowpea(Veg),"Cowpea (Veg)",FAQ,17/02/2025,5000,0,5200
Kerala,Kottayam,Kottayam,"Green Gram (Moong)(Whole)",Other,FAQ,17/02/2025,8800,10600,9700
Kerala,Kottayam,Kottayam,Onion,Big,FAQ,17/02/2025,4000,4400,4200
Kerala,Kottayam,Kottayam,Potato,Potato,FAQ,17/02/2025,3200,3600,3400
Kerala,Kottayam,Kottayam,Rice,Other,FAQ,17/02/2025,4600,5200,4900
Kerala,Kottayam,"Kuriem  VFPCK",Cowpea(Veg),"Cowpea (Veg)",FAQ,17/02/2025,4800,4800,4800
Kerala,Kottayam,"Kuriem  VFPCK",Tapioca,Tapioca,FAQ,17/02/2025,2200,2200,2200
Kerala,Kottayam,Pala,Cucumbar(Kheera),Cucumbar,FAQ,17/02/2025,3500,4800,4200
Kerala,Kottayam,Pala,Onion,Big,FAQ,17/02/2025,3900,4800,4200
Kerala,Kottayam,Pala,Snakeguard,Snakeguard,FAQ,17/02/2025,4300,5000,4600
Kerala,Kottayam,Pampady,Ashgourd,Other,FAQ,17/02/2025,1500,3000,2500
Kerala,Kottayam,Pampady,Banana,Medium,Medium,17/02/2025,6500,7500,7000
Kerala,Kottayam,Pampady,Cauliflower,Other,FAQ,17/02/2025,3000,4000,3500
Kerala,Kottayam,Pampady,Cowpea(Veg),Other,FAQ,17/02/2025,3600,5100,4500
Kerala,Kottayam,Pampady,Cucumbar(Kheera),Other,FAQ,17/02/2025,1600,3100,2500
Kerala,Kottayam,Pampady,"Elephant Yam (Suran)",Other,FAQ,17/02/2025,5100,6100,5600
Kerala,Kottayam,Pampady,"Green Chilli","Green Chilly",FAQ,17/02/2025,3700,6100,4500
Kerala,Kottayam,Pampady,Potato,Other,FAQ,17/02/2025,3200,5200,3800
Kerala,Kottayam,Pampady,Snakeguard,Other,FAQ,17/02/2025,5000,6200,5800
Kerala,Kottayam,Thalayolaparambu,Banana,"Banana - Ripe",Medium,17/02/2025,5500,5800,5600
Kerala,Kottayam,Thalayolaparambu,Banana,Palayamthodan,Medium,17/02/2025,1800,2200,2000
Kerala,Kottayam,Thalayolaparambu,"Bhindi(Ladies Finger)",Bhindi,FAQ,17/02/2025,3500,3800,3600
Kerala,Kottayam,Thalayolaparambu,Cauliflower,Cauliflower,FAQ,17/02/2025,3000,3500,3200
Kerala,Kottayam,Thalayolaparambu,Colacasia,Other,FAQ,17/02/2025,6000,6400,6200
Kerala,Kottayam,Thalayolaparambu,Cucumbar(Kheera),Cucumbar,FAQ,17/02/2025,1500,1800,1600
Kerala,Kottayam,Thalayolaparambu,Lemon,Other,FAQ,17/02/2025,8000,8400,8200
Kerala,Kottayam,Thalayolaparambu,"Little gourd (Kundru)",Other,FAQ,17/02/2025,2400,2700,2500
Kerala,Kottayam,Thalayolaparambu,Onion,Onion,FAQ,17/02/2025,5000,5400,5200
Kerala,Kottayam,"Thrikkodithanam  VFPCK","Bhindi(Ladies Finger)",Bhindi,FAQ,17/02/2025,4500,4700,4500
Kerala,Kozhikode(Calicut),Kallachi,Amphophalus,Amphophalus,FAQ,17/02/2025,5300,5700,5500
Kerala,Kozhikode(Calicut),Kallachi,Carrot,Carrot,FAQ,17/02/2025,5500,5900,5700
Kerala,Kozhikode(Calicut),Kallachi,Ginger(Green),"Green Ginger",FAQ,17/02/2025,5800,6200,6000
